                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 2.4442,                 2.2987,                 2.9971,                0.15812,                0.56061,                0.14041,                  0.058,                 2.1587,                 30.088,                 4.7688,               0.001505,               0.001505,               0.001505
                     28,                 2.6386,                 2.5229,                 3.1369,                0.21053,                0.36364,                0.16406,                0.06863,                 2.2662,                 25.705,                 3.9816,              0.0014852,              0.0014852,              0.0014852
                     29,                 2.3582,                 2.2217,                 3.0287,                0.26064,                0.45455,                0.34803,                0.11374,                 2.3195,                 7.7443,                 3.0739,              0.0014654,              0.0014654,              0.0014654
                     30,                 2.2832,                 2.2865,                 2.9114,                0.37438,                0.42424,                0.37187,                0.13506,                 2.2166,                 2.3614,                 2.7834,              0.0014456,              0.0014456,              0.0014456
                     31,                 2.4386,                 2.2885,                 2.9993,                0.40054,                0.39394,                0.39811,                0.13802,                  2.247,                 2.2096,                 2.8255,              0.0014258,              0.0014258,              0.0014258
                     32,                 2.3076,                 2.0397,                 2.8671,                0.39352,                0.69697,                0.50653,                0.16647,                 2.2336,                 2.1828,                 2.9459,               0.001406,               0.001406,               0.001406
                     33,                 2.1848,                 2.0848,                  2.991,                0.31128,                 0.4697,                0.39437,                0.14293,                 2.2778,                 2.3816,                 2.8871,              0.0013862,              0.0013862,              0.0013862
                     34,                  2.236,                 2.1909,                 2.8769,                0.36767,                0.37879,                0.30412,                0.10831,                  2.399,                 2.6622,                 2.8954,              0.0013664,              0.0013664,              0.0013664
                     35,                 2.3476,                 2.4799,                 2.8702,                0.31489,                0.31818,                0.28189,                0.10052,                 2.6625,                 2.5312,                 3.0433,              0.0013466,              0.0013466,              0.0013466
                     36,                 2.5107,                 2.1215,                 2.9894,                0.29314,                0.36364,                0.22781,                0.09256,                 3.0537,                 2.4459,                 3.1448,              0.0013268,              0.0013268,              0.0013268
                     37,                 2.5291,                 2.2109,                 3.0926,                0.31443,                0.25758,                0.21968,                0.08029,                  3.085,                 2.3765,                 3.1992,               0.001307,               0.001307,               0.001307
                     38,                 2.3364,                 2.0663,                  2.885,                0.22294,                0.27273,                0.21925,                0.05226,                 3.0116,                 10.335,                 3.5714,              0.0012872,              0.0012872,              0.0012872
                     39,                 2.4207,                 2.2814,                  2.883,                0.15383,                0.21212,                0.11074,                 0.0218,                 3.0796,                 15.473,                 3.7933,              0.0012674,              0.0012674,              0.0012674
                     40,                 2.3429,                 2.0781,                 2.9332,                0.21878,                0.62121,                0.32275,                0.09098,                 2.4152,                 5.3101,                 3.0569,              0.0012476,              0.0012476,              0.0012476
                     41,                 2.3416,                 2.0385,                 2.9162,                0.26953,                0.71212,                0.41421,                0.12779,                 2.3583,                 4.1081,                 2.9044,              0.0012278,              0.0012278,              0.0012278
                     42,                 2.2353,                 2.0663,                 2.9486,                0.30442,                0.66667,                0.32917,                0.10645,                 2.2153,                 3.9943,                 2.8354,               0.001208,               0.001208,               0.001208
                     43,                 2.2072,                 2.2147,                 2.7794,                0.25726,                0.69697,                0.31858,                0.09749,                 2.1852,                 4.2334,                 2.8097,              0.0011882,              0.0011882,              0.0011882
                     44,                 2.1437,                 2.0624,                 2.8796,                0.48148,                0.24242,                0.31294,                0.09719,                 2.0327,                  4.658,                 2.6804,              0.0011684,              0.0011684,              0.0011684
                     45,                 2.1328,                 2.1694,                  2.866,                0.67053,                0.30303,                0.40401,                0.12118,                 2.1049,                 3.3198,                   2.71,              0.0011486,              0.0011486,              0.0011486
                     46,                 2.3955,                 2.0128,                 2.9005,                 0.5329,                0.54545,                0.57939,                0.19392,                 1.9778,                  2.375,                 2.6438,              0.0011288,              0.0011288,              0.0011288
                     47,                 2.1919,                 2.1171,                 2.8097,                0.57945,                0.57576,                0.62623,                0.27341,                 1.8939,                 2.0771,                 2.5608,               0.001109,               0.001109,               0.001109
                     48,                 2.2766,                 1.9741,                 2.8427,                0.59803,                0.75758,                0.68119,                0.28449,                 1.9433,                 1.9047,                 2.5465,              0.0010892,              0.0010892,              0.0010892
                     49,                  2.238,                 2.0496,                 2.8018,                0.52493,                0.66667,                0.63265,                0.24079,                 2.0405,                 2.1139,                 2.6454,              0.0010694,              0.0010694,              0.0010694
                     50,                  2.142,                 2.0257,                 2.8198,                0.58524,                0.59091,                 0.6485,                0.25338,                 2.0722,                  2.585,                 2.6979,              0.0010496,              0.0010496,              0.0010496
                     51,                 2.1459,                 2.2243,                  2.728,                0.63087,                0.64743,                0.62659,                0.26941,                 2.0029,                 2.5887,                 2.6812,              0.0010298,              0.0010298,              0.0010298
                     52,                 2.1341,                 1.9512,                 2.7336,                0.49695,                0.90909,                0.70243,                0.35532,                 1.7844,                 1.8322,                 2.4377,                0.00101,                0.00101,                0.00101
                     53,                 2.2938,                 1.8954,                 2.7311,                0.74135,                0.74242,                0.87507,                0.46049,                 1.7923,                 1.7872,                 2.3805,              0.0009902,              0.0009902,              0.0009902
                     54,                 2.2125,                 1.9691,                 2.7511,                0.75767,                0.65152,                0.81183,                0.40818,                 1.7799,                 2.1688,                 2.3618,              0.0009704,              0.0009704,              0.0009704
                     55,                 2.2197,                 2.1185,                 2.8249,                0.72235,                0.51515,                0.64525,                0.29241,                 1.8619,                 2.7633,                 2.4542,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.9925,                 1.9688,                 2.7584,                0.83842,                0.48485,                0.64582,                 0.2549,                 1.9591,                 3.1898,                 2.5944,              0.0009308,              0.0009308,              0.0009308
                     57,                 2.3548,                 2.2464,                 2.7908,                0.77507,                 0.5303,                0.70397,                0.29552,                 1.9039,                  2.529,                 2.5316,               0.000911,               0.000911,               0.000911
                     58,                  2.199,                 1.9103,                 2.7092,                0.72395,                0.56061,                0.77853,                0.37508,                 1.8441,                 1.7699,                 2.4876,              0.0008912,              0.0008912,              0.0008912
                     59,                 2.0826,                 1.8145,                 2.6719,                0.78454,                 0.7724,                0.83909,                0.40924,                 1.8427,                 1.7038,                 2.4724,              0.0008714,              0.0008714,              0.0008714
                     60,                 1.9877,                 1.7949,                 2.6401,                0.84597,                 0.4993,                0.76946,                0.36042,                 1.9223,                 2.1677,                 2.5607,              0.0008516,              0.0008516,              0.0008516
                     61,                 2.2778,                  2.021,                   2.72,                0.78569,                0.66657,                  0.824,                0.38744,                 1.8814,                 1.7181,                 2.5116,              0.0008318,              0.0008318,              0.0008318
                     62,                 2.2358,                  1.811,                 2.8313,                0.53776,                0.84611,                0.78259,                0.38436,                 1.8473,                 1.7324,                  2.501,               0.000812,               0.000812,               0.000812
                     63,                  2.253,                 1.9009,                 2.6143,                0.45734,                0.78788,                0.63345,                0.28842,                 1.8229,                 2.2514,                 2.5433,              0.0007922,              0.0007922,              0.0007922
                     64,                 2.1703,                 1.8348,                 2.6231,                0.44296,                0.69697,                0.52458,                0.22599,                 1.8259,                 2.3414,                 2.5515,              0.0007724,              0.0007724,              0.0007724
                     65,                 2.1222,                 1.8251,                 2.7324,                0.74021,                0.69078,                0.77325,                0.35758,                 1.7582,                 1.9925,                 2.5183,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.9791,                 1.7493,                 2.6743,                0.62637,                0.65152,                0.72535,                0.34563,                 1.7782,                  1.982,                 2.5144,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.9761,                 1.6897,                 2.6288,                 0.4838,                0.53968,                0.53894,                0.23975,                  1.945,                 2.2144,                 2.6094,               0.000713,               0.000713,               0.000713
                     68,                  2.112,                   1.72,                 2.7692,                0.31546,                0.36364,                0.30966,                0.10186,                 2.3079,                 2.4524,                 2.8222,              0.0006932,              0.0006932,              0.0006932
                     69,                 2.1177,                 1.7354,                 2.6746,                0.43693,                0.67019,                0.51202,                0.19709,                 2.1551,                 2.1717,                 2.6794,              0.0006734,              0.0006734,              0.0006734
                     70,                 2.2181,                 2.0756,                 2.6279,                0.67966,                0.72727,                0.77574,                0.37503,                 1.8582,                 1.8338,                 2.4882,              0.0006536,              0.0006536,              0.0006536
                     71,                 2.0148,                 1.9528,                  2.661,                0.70637,                0.91124,                0.86017,                 0.4849,                 1.6602,                 1.5666,                 2.3515,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.8826,                 1.6664,                 2.5479,                0.59521,                0.86364,                0.74868,                 0.3941,                 1.6128,                 1.6571,                 2.3745,               0.000614,               0.000614,               0.000614
                     73,                 2.1727,                 1.7205,                 2.8001,                0.70213,                0.82147,                0.82747,                0.40381,                  1.667,                 1.6839,                 2.4139,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.9554,                  1.734,                 2.6054,                 0.7555,                0.81818,                0.88026,                0.42976,                 1.6439,                 1.6866,                 2.4025,              0.0005744,              0.0005744,              0.0005744
                     75,                 2.0013,                 1.6908,                 2.6369,                0.59789,                0.81107,                0.74592,                0.38711,                 1.6745,                 1.7272,                 2.4141,              0.0005546,              0.0005546,              0.0005546
                     76,                 2.1158,                 1.6615,                 2.6287,                0.58406,                0.78722,                0.69545,                0.35108,                 1.8052,                 1.8044,                 2.4856,              0.0005348,              0.0005348,              0.0005348
                     77,                 2.1496,                 1.6123,                 2.7045,                0.68362,                0.75758,                0.79317,                0.43731,                 1.6792,                 1.7852,                 2.4288,               0.000515,               0.000515,               0.000515
                     78,                  2.031,                 1.6959,                 2.6342,                0.69805,                0.75758,                0.81096,                0.45855,                 1.5957,                 1.7315,                 2.3753,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.9499,                 1.7675,                 2.5423,                0.61143,                0.83445,                0.78603,                0.42924,                 1.5743,                  1.608,                  2.364,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.9215,                 1.6922,                 2.5179,                0.72895,                0.77273,                 0.8814,                0.46045,                 1.5634,                 1.5325,                 2.3327,              0.0004556,              0.0004556,              0.0004556
                     81,                 2.0294,                 1.6634,                 2.6325,                0.87238,                0.81818,                0.91406,                 0.5145,                 1.4976,                 1.5103,                 2.2889,              0.0004358,              0.0004358,              0.0004358
                     82,                 2.1019,                 1.6463,                  2.635,                0.88469,                0.87879,                0.92788,                0.53927,                 1.4887,                 1.4672,                  2.263,               0.000416,               0.000416,               0.000416
                     83,                 1.8933,                 1.7215,                 2.5305,                0.86661,                0.88596,                0.92347,                0.54499,                 1.5471,                 1.4651,                 2.2432,              0.0003962,              0.0003962,              0.0003962
                     84,                 2.1588,                 1.6109,                 2.4579,                0.73616,                0.89394,                0.88775,                0.52704,                 1.5807,                 1.5035,                 2.2665,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.9073,                 1.5168,                 2.5179,                0.72561,                0.77273,                0.84625,                0.50734,                 1.5562,                 1.5537,                  2.291,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.8862,                 1.4492,                 2.5751,                0.73221,                0.70435,                0.81827,                0.48395,                  1.554,                 1.6418,                 2.3244,              0.0003368,              0.0003368,              0.0003368
                     87,                 2.0549,                 1.6347,                 2.6078,                 0.7142,                0.66667,                0.79279,                0.43722,                 1.5827,                 1.7615,                 2.3716,               0.000317,               0.000317,               0.000317
                     88,                 1.8116,                 1.5932,                 2.5919,                0.70778,                0.68182,                0.72075,                0.36578,                 1.7076,                 1.9425,                 2.4353,              0.0002972,              0.0002972,              0.0002972
                     89,                  1.851,                  1.514,                 2.5495,                 0.6837,                0.72058,                0.75416,                0.38968,                 1.6852,                   1.85,                 2.4188,              0.0002774,              0.0002774,              0.0002774
                     90,                 2.1185,                 1.9103,                 2.6244,                0.67015,                0.86193,                0.79645,                0.43607,                  1.602,                 1.7531,                   2.38,              0.0002576,              0.0002576,              0.0002576
                     91,                  1.739,                 1.9815,                 2.5351,                0.74424,                0.92588,                0.86296,                0.47911,                 1.5667,                 1.6099,                  2.341,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.7803,                 2.2929,                  2.608,                0.84196,                0.88797,                0.90834,                0.45926,                 1.6213,                 1.4821,                 2.3297,               0.000218,               0.000218,               0.000218
                     93,                 1.8066,                 2.1323,                 2.6536,                 0.8152,                0.84848,                0.90725,                0.42747,                 1.6799,                 1.5159,                 2.3485,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.5937,                 1.7146,                  2.442,                0.80342,                0.84848,                0.90091,                0.42405,                 1.6647,                 1.5704,                 2.3448,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.6953,                 1.6259,                 2.5007,                0.80381,                0.84848,                0.89919,                0.42959,                 1.6192,                 1.6101,                 2.3346,              0.0001586,              0.0001586,              0.0001586
                     96,                  1.677,                 1.6917,                 2.4517,                0.77153,                0.86988,                0.89013,                0.46223,                 1.5131,                 1.6033,                 2.2994,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.6884,                 1.7377,                  2.536,                0.78684,                0.89394,                0.89192,                0.49472,                 1.4716,                 1.5474,                 2.2896,               0.000119,               0.000119,               0.000119
                     98,                 1.4937,                 1.5438,                 2.4235,                0.79874,                0.84192,                0.91507,                0.52084,                 1.4501,                 1.4891,                 2.2882,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.5797,                 1.5148,                 2.4292,                0.76071,                0.91523,                0.92188,                0.53747,                 1.4446,                 1.4748,                 2.2893,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.5465,                 1.4982,                 2.4668,                0.79451,                0.93939,                0.94006,                 0.5509,                 1.4178,                 1.4816,                 2.2771,               5.96e-05,               5.96e-05,               5.96e-05
