                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 2.7987,                 2.9404,                 3.4526,                0.04287,                   0.92,                0.21793,                0.05364,                  2.512,                 38.703,                 3.7282,              0.0016076,              0.0016076,              0.0016076
                     21,                 2.9314,                 2.8575,                  3.405,                0.04658,                0.61333,                0.24989,                0.05742,                 2.4846,                 20.744,                 3.3977,               0.001604,               0.001604,               0.001604
                     22,                 2.9031,                  2.856,                 3.3068,                0.02927,                   0.92,                0.24614,                0.08128,                 2.5664,                 56.679,                  3.935,               0.001604,               0.001604,               0.001604
                     23,                 2.7038,                 2.9454,                 3.3049,                 0.0343,                   0.88,                0.24444,                0.06326,                 2.5579,                 47.667,                 4.1658,              0.0015842,              0.0015842,              0.0015842
                     24,                 2.8731,                 2.8422,                  3.363,                0.06792,                0.33333,                0.14396,                0.03474,                 2.7635,                 13.737,                  4.034,              0.0015644,              0.0015644,              0.0015644
                     25,                 2.7637,                 2.9716,                 3.3541,                0.48397,                   0.32,                0.34809,                0.10781,                 2.6008,                 6.5929,                 3.3985,              0.0015446,              0.0015446,              0.0015446
                     26,                 2.8923,                 2.9247,                 3.4161,                0.17036,                0.38667,                0.17447,                0.05998,                 2.3615,                 4.2203,                 3.0538,              0.0015248,              0.0015248,              0.0015248
                     27,                 2.6797,                 2.8345,                 3.2652,                0.10615,                0.46667,                0.10878,                0.03351,                 2.2377,                 3.7299,                 3.0083,               0.001505,               0.001505,               0.001505
                     28,                 2.7363,                 2.8801,                 3.3368,                0.47198,                   0.32,                0.32065,                0.10333,                 2.1323,                 11.662,                 3.4382,              0.0014852,              0.0014852,              0.0014852
                     29,                 2.6953,                 2.8195,                 3.3163,                0.42806,                0.45333,                0.45456,                0.12966,                 2.1452,                 18.195,                 3.7066,              0.0014654,              0.0014654,              0.0014654
                     30,                 2.8322,                 2.9107,                  3.334,                0.27544,                   0.72,                0.49812,                0.16677,                 2.1238,                 23.155,                 3.5385,              0.0014456,              0.0014456,              0.0014456
                     31,                 2.6474,                 2.7796,                 3.1788,                0.19755,                0.78667,                0.52547,                0.20445,                 2.0688,                 23.125,                 3.2415,              0.0014258,              0.0014258,              0.0014258
                     32,                 2.7881,                  2.876,                 3.1378,                0.29277,                0.86667,                0.61218,                0.22954,                 2.0057,                  13.68,                 2.9895,               0.001406,               0.001406,               0.001406
                     33,                 2.6245,                 2.8418,                 3.1511,                0.43755,                0.73333,                0.59268,                 0.2336,                 1.9541,                  10.09,                 2.8728,              0.0013862,              0.0013862,              0.0013862
                     34,                  2.694,                 2.8144,                 3.1255,                0.44929,                0.49333,                0.47266,                0.18225,                 1.9092,                 5.8523,                 2.7592,              0.0013664,              0.0013664,              0.0013664
                     35,                 2.6604,                 2.7574,                 3.1074,                0.42231,                0.41333,                0.38828,                 0.1482,                 1.8723,                  4.479,                 2.7112,              0.0013466,              0.0013466,              0.0013466
                     36,                 2.6609,                 2.7993,                 3.1693,                 0.5041,                0.54667,                0.49484,                0.19122,                 1.8565,                 4.0541,                 2.6724,              0.0013268,              0.0013268,              0.0013268
                     37,                  2.465,                 2.7359,                 3.0536,                0.44527,                    0.6,                0.49623,                0.20147,                 1.8394,                 4.4137,                 2.6941,               0.001307,               0.001307,               0.001307
                     38,                 2.5486,                 2.6927,                  3.078,                0.46816,                0.82667,                0.60671,                  0.262,                 1.7888,                 4.5162,                 2.6881,              0.0012872,              0.0012872,              0.0012872
                     39,                 2.5847,                 2.7696,                 3.0491,                0.47596,                0.82349,                0.60116,                0.25959,                 1.7879,                 4.0083,                 2.6843,              0.0012674,              0.0012674,              0.0012674
                     40,                 2.6309,                 2.8479,                 3.1289,                0.38837,                0.50667,                0.33863,                0.11799,                 2.0906,                 3.9867,                 3.0736,              0.0012476,              0.0012476,              0.0012476
                     41,                 2.7746,                 2.9072,                 3.1902,                0.33546,                 0.5654,                0.33676,                0.14051,                 1.9614,                 3.0954,                 2.8947,              0.0012278,              0.0012278,              0.0012278
                     42,                 2.5316,                 2.7744,                 3.0551,                0.39262,                0.41333,                0.37366,                0.13566,                 2.0427,                   3.08,                 2.8636,               0.001208,               0.001208,               0.001208
                     43,                 2.6065,                 2.7772,                 3.0422,                0.37671,                   0.52,                0.41207,                 0.1594,                  1.983,                 2.3659,                 2.8105,              0.0011882,              0.0011882,              0.0011882
                     44,                 2.6079,                 2.6421,                 3.0577,                0.53115,                0.70997,                 0.6803,                0.25001,                 1.8941,                 2.0938,                 2.6756,              0.0011684,              0.0011684,              0.0011684
                     45,                 2.5195,                 2.5385,                 2.9852,                0.48151,                   0.64,                0.62349,                0.24312,                 1.8759,                  1.943,                 2.7025,              0.0011486,              0.0011486,              0.0011486
                     46,                 2.3793,                 2.6711,                 2.9152,                0.43238,                    0.6,                0.52392,                0.21472,                 1.8642,                 1.9347,                 2.6958,              0.0011288,              0.0011288,              0.0011288
                     47,                 2.5312,                 2.4693,                 2.8894,                0.36312,                0.54667,                0.46373,                0.17439,                 1.9864,                 2.0134,                 2.7629,               0.001109,               0.001109,               0.001109
                     48,                   2.49,                 2.4544,                 2.9688,                 0.4041,                0.58667,                0.45442,                0.16924,                 2.0368,                 2.0901,                 2.7566,              0.0010892,              0.0010892,              0.0010892
                     49,                 2.4916,                  2.437,                 2.9776,                0.37283,                0.45333,                0.40213,                0.14837,                  2.028,                 2.1188,                 2.8596,              0.0010694,              0.0010694,              0.0010694
                     50,                 2.4828,                  2.363,                 2.9548,                0.34539,                0.42667,                 0.3245,                 0.1205,                 2.0773,                 2.2398,                 3.0147,              0.0010496,              0.0010496,              0.0010496
                     51,                 2.5032,                 2.4717,                 2.9456,                0.24338,                   0.24,                0.21488,                0.08161,                 2.1732,                 2.6033,                 3.3162,              0.0010298,              0.0010298,              0.0010298
                     52,                 2.3838,                 2.4842,                 2.9248,                0.27315,                0.10667,                0.14505,                0.03828,                 2.3585,                 2.8404,                 3.4801,                0.00101,                0.00101,                0.00101
                     53,                 2.2772,                 2.3743,                 2.8463,                0.19387,                   0.12,                0.11228,                0.02504,                 2.3557,                 2.9565,                 3.5684,              0.0009902,              0.0009902,              0.0009902
                     54,                 2.3615,                 2.4248,                 2.8731,                0.11023,                0.25333,                0.08002,                0.01898,                 2.3081,                  3.203,                 3.8204,              0.0009704,              0.0009704,              0.0009704
                     55,                 2.3167,                 2.3493,                 2.8748,                0.14284,                0.10667,                0.09805,                0.02473,                 2.2517,                 3.2162,                 3.7857,              0.0009506,              0.0009506,              0.0009506
                     56,                 2.3443,                 2.3356,                 2.8358,                0.28037,                0.33769,                0.28227,                0.09954,                 2.0254,                 2.5308,                  3.184,              0.0009308,              0.0009308,              0.0009308
                     57,                 2.3528,                 2.3454,                 2.8194,                0.53918,                0.18722,                0.38587,                0.13184,                 2.0694,                 2.7098,                 3.3116,               0.000911,               0.000911,               0.000911
                     58,                 2.3133,                 2.3455,                 2.8451,                0.54474,                0.11188,                0.45304,                 0.1567,                 2.0914,                 2.7683,                 3.3622,              0.0008912,              0.0008912,              0.0008912
                     59,                 2.2847,                 2.2666,                 2.7557,                0.18888,                0.02805,                0.41627,                0.13326,                 2.1233,                 2.6758,                 3.3479,              0.0008714,              0.0008714,              0.0008714
                     60,                 2.3299,                 2.1524,                 2.7138,                0.28345,                   0.24,                0.23435,                0.06915,                 2.2081,                 2.7086,                  3.393,              0.0008516,              0.0008516,              0.0008516
                     61,                 2.2912,                 2.2117,                   2.76,                0.20403,                   0.08,                0.14576,                0.04394,                 2.3974,                 3.0378,                 3.7086,              0.0008318,              0.0008318,              0.0008318
                     62,                 2.2442,                 2.2189,                 2.7271,                0.20299,                0.10667,                0.13708,                0.04581,                 2.4144,                 2.9686,                 3.6192,               0.000812,               0.000812,               0.000812
                     63,                 2.2501,                 2.1257,                 2.7001,                0.24894,                0.50667,                0.25476,                0.09867,                 2.0456,                 2.1948,                 2.9153,              0.0007922,              0.0007922,              0.0007922
                     64,                 2.2644,                 2.1757,                 2.6871,                0.32697,                0.54667,                0.41223,                0.14119,                 2.2097,                 2.6326,                 2.8754,              0.0007724,              0.0007724,              0.0007724
                     65,                 2.2445,                 2.0204,                 2.7315,                0.39799,                   0.52,                0.51596,                0.19755,                 2.2214,                  2.649,                 2.7544,              0.0007526,              0.0007526,              0.0007526
                     66,                 2.0742,                 2.0797,                 2.6082,                0.55811,                    0.6,                0.66765,                0.26351,                 2.0105,                 2.3721,                  2.576,              0.0007328,              0.0007328,              0.0007328
                     67,                 2.2422,                 2.2269,                 2.7445,                0.69529,                0.74667,                0.74627,                  0.307,                 1.8373,                 2.0263,                 2.4974,               0.000713,               0.000713,               0.000713
                     68,                 2.2734,                 2.0369,                 2.6433,                0.65487,                0.78432,                0.74258,                0.27304,                 1.7425,                 1.9056,                 2.4872,              0.0006932,              0.0006932,              0.0006932
                     69,                 2.1465,                 1.9282,                 2.5701,                0.63921,                0.77333,                0.70675,                0.27316,                 1.7176,                 2.2422,                  2.384,              0.0006734,              0.0006734,              0.0006734
                     70,                 2.2144,                 1.9668,                  2.705,                0.54342,                 0.6665,                0.60015,                0.19891,                 1.9676,                 2.6227,                 2.5187,              0.0006536,              0.0006536,              0.0006536
                     71,                  2.239,                 2.0804,                 2.7021,                0.41138,                0.65333,                0.50074,                0.15515,                 2.1789,                 2.9772,                 2.7502,              0.0006338,              0.0006338,              0.0006338
                     72,                 2.2426,                 2.0095,                 2.6203,                0.45892,                0.70118,                0.53462,                  0.182,                  2.244,                 3.7283,                 2.8911,               0.000614,               0.000614,               0.000614
                     73,                 2.1943,                 2.0902,                 2.6428,                0.52561,                   0.72,                0.60919,                0.21879,                 2.1541,                 3.3805,                  2.739,              0.0005942,              0.0005942,              0.0005942
                     74,                 2.0536,                 1.8846,                 2.5872,                0.57089,                0.79824,                0.67723,                0.25791,                 2.0304,                 2.6746,                 2.5755,              0.0005744,              0.0005744,              0.0005744
                     75,                 2.1284,                 2.0292,                 2.7216,                0.58848,                0.73333,                0.69748,                0.27644,                 1.9253,                  2.234,                 2.4966,              0.0005546,              0.0005546,              0.0005546
                     76,                 2.1431,                 1.8921,                 2.6266,                0.50718,                0.73333,                0.61988,                0.26414,                 1.7958,                 1.8262,                 2.4125,              0.0005348,              0.0005348,              0.0005348
                     77,                 2.1242,                 2.0512,                  2.663,                0.47548,                 0.7373,                0.60059,                0.27185,                 1.7293,                 1.7499,                 2.3855,               0.000515,               0.000515,               0.000515
                     78,                 2.1402,                 2.0078,                 2.6105,                0.49032,                0.69333,                0.57878,                0.27948,                  1.657,                 1.6596,                 2.4384,              0.0004952,              0.0004952,              0.0004952
                     79,                 2.0098,                 1.9388,                 2.5157,                0.53421,                   0.68,                0.61273,                0.29879,                 1.6603,                 1.7147,                 2.5559,              0.0004754,              0.0004754,              0.0004754
                     80,                 2.0427,                 1.8751,                 2.5424,                0.59636,                0.68951,                0.68252,                 0.3175,                 1.7263,                 1.7033,                 2.5553,              0.0004556,              0.0004556,              0.0004556
                     81,                 2.0371,                  1.883,                 2.4899,                0.57846,                   0.76,                0.73552,                0.33685,                  1.769,                 1.6709,                 2.4617,              0.0004358,              0.0004358,              0.0004358
                     82,                 2.0053,                 1.9163,                 2.5665,                0.60221,                0.82667,                0.75819,                0.34873,                 1.7612,                 1.7296,                 2.3764,               0.000416,               0.000416,               0.000416
                     83,                 2.1337,                 2.0124,                 2.6691,                0.67007,                0.81333,                0.81654,                0.37985,                 1.7314,                 1.6675,                 2.3303,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.9565,                 1.8242,                 2.5691,                0.74614,                0.74667,                0.81693,                0.41295,                 1.5306,                 1.4807,                  2.386,              0.0003764,              0.0003764,              0.0003764
                     85,                 1.9943,                 1.8884,                 2.4862,                0.74893,                0.71596,                0.82126,                0.41381,                 1.5073,                 1.5613,                  2.465,              0.0003566,              0.0003566,              0.0003566
                     86,                 2.0183,                 1.8429,                 2.5604,                0.77944,                0.70667,                0.80787,                0.40798,                 1.5048,                 1.5213,                 2.4107,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.9146,                 1.8721,                 2.4622,                0.74169,                0.68914,                0.80888,                0.38642,                 1.5623,                  1.479,                 2.3013,               0.000317,               0.000317,               0.000317
                     88,                 2.0242,                 1.8705,                 2.5259,                0.60066,                   0.68,                0.78043,                 0.3672,                 1.5801,                 1.5727,                 2.2572,              0.0002972,              0.0002972,              0.0002972
                     89,                  2.075,                   1.88,                 2.5279,                0.59015,                   0.68,                0.77256,                0.38163,                 1.5159,                 1.5664,                 2.2481,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.9649,                 1.7771,                 2.5118,                0.64489,                0.65377,                0.77845,                0.39315,                 1.4358,                 1.5103,                  2.245,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.7463,                  2.055,                 2.5697,                  0.722,                0.62667,                0.79237,                0.41851,                 1.3889,                  1.448,                  2.274,              0.0002378,              0.0002378,              0.0002378
                     92,                  1.768,                 2.1858,                  2.578,                0.67127,                   0.64,                0.74597,                0.42092,                 1.3461,                 1.4518,                 2.3461,               0.000218,               0.000218,               0.000218
                     93,                 1.6449,                 1.9122,                 2.4559,                0.73642,                0.62667,                0.76869,                0.42388,                  1.348,                 1.4973,                 2.4438,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.7521,                 1.9882,                 2.6177,                0.73013,                0.66667,                0.78196,                0.45064,                 1.3681,                   1.52,                  2.487,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.7085,                 1.8151,                 2.5811,                 0.7869,                0.66667,                0.79568,                0.46655,                  1.381,                 1.4988,                  2.489,              0.0001586,              0.0001586,              0.0001586
                     96,                 1.5064,                 1.6653,                 2.4093,                0.73246,                0.76663,                0.85705,                0.50506,                 1.4052,                  1.392,                 2.3915,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.6859,                 1.6818,                 2.5613,                0.73206,                    0.8,                0.87226,                0.50867,                 1.4193,                 1.3653,                 2.3517,               0.000119,               0.000119,               0.000119
                     98,                 1.6567,                  1.648,                  2.594,                0.73705,                0.82223,                0.88392,                0.50852,                 1.4533,                 1.3662,                 2.3387,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.5554,                 1.5818,                 2.4811,                0.73724,                0.82307,                0.88936,                0.50424,                 1.4726,                 1.3677,                 2.3351,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.6609,                 1.5533,                 2.4655,                 0.7692,                0.84431,                0.89317,                0.49467,                 1.4879,                 1.3804,                 2.3189,               5.96e-05,               5.96e-05,               5.96e-05
