                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 2.1443,                 1.6786,                 2.5907,                0.86519,                0.84848,                 0.9438,                0.45013,                 2.0636,                 1.7307,                 2.5367,              0.0005744,              0.0005744,              0.0005744
                     75,                  1.994,                 1.5991,                  2.585,                0.86778,                0.93939,                0.94913,                0.46802,                 1.9679,                 1.5386,                 2.4357,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.9674,                 1.5523,                 2.5266,                0.87761,                0.80303,                0.89631,                0.43905,                 1.9674,                 1.4747,                 2.4056,              0.0005348,              0.0005348,              0.0005348
                     77,                 2.0166,                 1.6576,                 2.6714,                 0.7711,                0.72727,                0.82724,                0.39518,                  2.095,                 1.6192,                 2.4922,               0.000515,               0.000515,               0.000515
                     78,                 2.0182,                   1.54,                 2.5568,                0.69662,                 0.6611,                0.71105,                0.32604,                 2.2925,                 1.8523,                 2.6476,              0.0004952,              0.0004952,              0.0004952
                     79,                 2.1317,                 1.7052,                 2.6571,                0.67475,                0.65152,                0.71111,                0.32103,                 2.3262,                 1.9343,                 2.7059,              0.0004754,              0.0004754,              0.0004754
                     80,                 2.0542,                 1.6547,                 2.5879,                0.80454,                0.81081,                  0.892,                0.47213,                 1.8738,                 1.5608,                 2.4143,              0.0004556,              0.0004556,              0.0004556
                     81,                 2.0478,                 1.6937,                 2.7747,                0.93477,                0.86851,                0.95458,                0.54216,                 1.6848,                 1.4437,                 2.3181,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.9196,                  1.686,                 2.4891,                0.85291,                0.89394,                0.95166,                0.55601,                 1.6244,                 1.4073,                 2.2899,               0.000416,               0.000416,               0.000416
                     83,                 1.9521,                 1.6176,                 2.5805,                0.90432,                0.85925,                0.94048,                0.53068,                 1.6831,                 1.4021,                 2.3279,              0.0003962,              0.0003962,              0.0003962
                     84,                 2.0811,                 1.6466,                 2.6192,                0.88262,                0.83333,                 0.9222,                0.47243,                 1.8228,                 1.3769,                 2.4539,              0.0003764,              0.0003764,              0.0003764
                     85,                 2.1276,                 1.8243,                 2.7046,                 0.8788,                0.81818,                0.91627,                 0.4862,                 1.8096,                  1.396,                  2.445,              0.0003566,              0.0003566,              0.0003566
                     86,                 2.0117,                  1.615,                 2.5282,                0.81665,                0.75758,                0.89931,                 0.4946,                 1.7864,                 1.3817,                 2.4141,              0.0003368,              0.0003368,              0.0003368
                     87,                 2.0053,                 1.6785,                 2.7029,                0.82854,                0.72727,                0.88305,                0.48764,                 1.7953,                  1.393,                 2.3826,               0.000317,               0.000317,               0.000317
                     88,                 2.0063,                  1.558,                 2.5166,                0.80406,                0.80831,                0.90356,                0.49851,                 1.7614,                 1.3596,                 2.3335,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.9711,                 1.5421,                 2.4896,                0.77047,                0.86462,                0.91964,                0.52254,                 1.7054,                 1.3444,                 2.2937,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.8372,                 1.5326,                 2.4306,                0.81494,                0.84848,                 0.9222,                0.53536,                 1.6791,                  1.361,                 2.2601,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.8207,                 2.0597,                 2.6189,                0.77651,                0.83333,                 0.9066,                0.52911,                 1.6969,                 1.4111,                 2.2588,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.8332,                 2.0186,                 2.6425,                 0.7731,                0.82603,                0.87241,                0.44842,                 1.8794,                 1.5414,                 2.3584,               0.000218,               0.000218,               0.000218
                     93,                 1.8173,                 2.0468,                 2.7001,                 0.7786,                0.79929,                0.87996,                0.40866,                 1.9902,                 1.5925,                 2.4369,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.6259,                 1.9193,                 2.5324,                0.81563,                0.80436,                0.89747,                0.41312,                 2.0166,                 1.6005,                 2.4665,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.7666,                 1.8894,                 2.4979,                0.81934,                0.84848,                0.91469,                 0.4271,                 2.0323,                 1.5671,                 2.4941,              0.0001586,              0.0001586,              0.0001586
                     96,                 1.6052,                 1.6875,                 2.5039,                0.90738,                0.89062,                0.95614,                0.46024,                 2.0195,                 1.5518,                 2.4737,              0.0001388,              0.0001388,              0.0001388
                     97,                  1.779,                 1.6606,                 2.5519,                0.85583,                0.92424,                0.96351,                 0.4926,                  1.949,                 1.5136,                 2.3907,               0.000119,               0.000119,               0.000119
                     98,                 1.5811,                 1.6187,                 2.5232,                 0.8508,                0.95048,                0.96343,                0.53712,                 1.8715,                 1.4633,                 2.3168,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.5277,                 1.5088,                 2.3441,                0.84325,                 0.9697,                 0.9638,                0.55442,                 1.8165,                  1.443,                 2.2728,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.5495,                 1.5455,                 2.4146,                0.84688,                0.92184,                0.95458,                0.58111,                  1.684,                 1.3946,                 2.1853,               5.96e-05,               5.96e-05,               5.96e-05
