                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                 2.1859,                 2.6199,                 2.7962,                0.22193,                0.48919,                0.29913,                0.10742,                 2.1759,                 2.9166,                 2.7473,              0.0011882,              0.0011882,              0.0011882
                     44,                 2.2052,                 2.5926,                 2.8282,                0.21063,                0.48649,                0.27418,                0.09658,                 2.1845,                 3.0718,                 2.7731,              0.0011684,              0.0011684,              0.0011684
                     45,                 2.1572,                 2.6069,                 2.7897,                0.20701,                0.56757,                0.25206,                0.08856,                  2.134,                 2.9924,                 2.7287,              0.0011486,              0.0011486,              0.0011486
                     46,                 2.1776,                  2.537,                 2.7724,                0.19917,                0.51622,                0.23091,                0.07567,                  2.126,                  2.946,                 2.7865,              0.0011288,              0.0011288,              0.0011288
                     47,                 2.1844,                 2.5352,                 2.7808,                0.20118,                0.56216,                0.23987,                0.08446,                 2.1138,                 2.8236,                 2.8219,               0.001109,               0.001109,               0.001109
                     48,                 2.1856,                 2.5276,                 2.7596,                0.24188,                0.54054,                0.32702,                0.12698,                 2.0907,                 2.6953,                 2.7788,              0.0010892,              0.0010892,              0.0010892
                     49,                 2.1495,                  2.516,                 2.7446,                0.25932,                0.52432,                 0.3207,                0.12868,                 2.0227,                 2.7695,                 2.6868,              0.0010694,              0.0010694,              0.0010694
                     50,                 2.1296,                 2.5517,                 2.7015,                0.24762,                0.50541,                0.29437,                0.12066,                 2.0218,                 2.9199,                  2.665,              0.0010496,              0.0010496,              0.0010496
                     51,                  2.155,                 2.5371,                 2.7608,                0.20929,                0.33514,                0.19312,                0.06587,                 2.1651,                 3.5515,                 2.7917,              0.0010298,              0.0010298,              0.0010298
                     52,                 2.1258,                 2.5393,                 2.7224,                0.18875,                0.31081,                0.18963,                0.06694,                 2.1754,                 3.0943,                 2.7486,                0.00101,                0.00101,                0.00101
                     53,                 2.1294,                  2.539,                 2.7528,                0.23892,                0.39459,                0.24359,                0.09013,                 2.1285,                 2.6933,                 2.6488,              0.0009902,              0.0009902,              0.0009902
                     54,                 2.0804,                 2.5012,                 2.6761,                0.30298,                0.41892,                0.31484,                 0.1326,                 2.0483,                 2.5713,                 2.5506,              0.0009704,              0.0009704,              0.0009704
                     55,                 2.1179,                 2.4872,                 2.6896,                0.25428,                0.37509,                0.24492,                0.10395,                 2.0309,                 2.7902,                  2.573,              0.0009506,              0.0009506,              0.0009506
                     56,                 2.0641,                 2.4666,                 2.6328,                0.25091,                0.42973,                0.26871,                0.10709,                 2.0243,                 3.0334,                 2.6199,              0.0009308,              0.0009308,              0.0009308
                     57,                 2.0777,                 2.4699,                 2.6561,                 0.3294,                0.45676,                0.38449,                0.15432,                  2.008,                 3.0135,                 2.6325,               0.000911,               0.000911,               0.000911
                     58,                 2.0146,                 2.4264,                 2.6489,                 0.3608,                0.53514,                0.40306,                  0.172,                 2.0237,                 3.0201,                  2.682,              0.0008912,              0.0008912,              0.0008912
                     59,                 2.0593,                 2.4547,                 2.6357,                0.39719,                0.52177,                0.43277,                0.17891,                 1.9673,                 2.7536,                 2.6017,              0.0008714,              0.0008714,              0.0008714
                     60,                 2.0529,                  2.446,                 2.6431,                 0.3507,                0.50362,                0.36966,                0.13993,                 1.9225,                 2.5949,                 2.5398,              0.0008516,              0.0008516,              0.0008516
                     61,                 2.0376,                 2.4029,                 2.6274,                 0.3989,                0.43942,                0.39198,                0.14625,                 1.9085,                 2.6147,                 2.5278,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.9976,                 2.4357,                 2.5997,                0.41322,                0.44865,                0.39861,                0.14543,                 1.9397,                 2.7127,                 2.5339,               0.000812,               0.000812,               0.000812
                     63,                 2.0334,                 2.4207,                 2.6165,                0.33056,                0.33514,                0.28878,                0.09261,                 2.0635,                 2.8962,                 2.6862,              0.0007922,              0.0007922,              0.0007922
                     64,                 2.0078,                  2.403,                 2.5953,                0.45443,                0.42432,                0.41797,                  0.149,                 1.9871,                 2.7115,                 2.5665,              0.0007724,              0.0007724,              0.0007724
                     65,                 2.0199,                  2.396,                  2.618,                0.42444,                0.41892,                0.37639,                0.13878,                 2.0304,                 2.7872,                 2.6064,              0.0007526,              0.0007526,              0.0007526
                     66,                 1.9717,                 2.3791,                 2.5558,                0.41045,                0.42703,                0.39148,                0.14064,                 2.0659,                 2.7698,                 2.6292,              0.0007328,              0.0007328,              0.0007328
                     67,                 1.9896,                 2.3528,                 2.5833,                0.49034,                0.42703,                0.43622,                0.14985,                 2.0731,                 2.6963,                 2.6279,               0.000713,               0.000713,               0.000713
                     68,                 2.0194,                 2.3973,                 2.5563,                0.45028,                0.47838,                0.42026,                0.14942,                 2.0519,                  2.595,                 2.6422,              0.0006932,              0.0006932,              0.0006932
                     69,                 2.0426,                 2.3322,                 2.5583,                0.46431,                0.46757,                 0.4704,                0.18104,                  1.936,                 2.4411,                 2.5202,              0.0006734,              0.0006734,              0.0006734
                     70,                 1.9899,                 2.3254,                 2.5331,                0.53586,                0.51798,                0.52954,                0.21413,                 1.8521,                 2.2468,                 2.4282,              0.0006536,              0.0006536,              0.0006536
                     71,                 1.9905,                 2.3357,                  2.539,                 0.5481,                0.55405,                0.54601,                0.22007,                 1.8162,                 2.2008,                  2.403,              0.0006338,              0.0006338,              0.0006338
                     72,                 1.9111,                 2.2579,                 2.4973,                0.51963,                0.44438,                0.46361,                0.17142,                 1.8527,                 2.4045,                  2.503,               0.000614,               0.000614,               0.000614
                     73,                  1.962,                 2.2949,                 2.5245,                0.39547,                0.34123,                0.33322,                0.11806,                 1.8845,                 2.6047,                 2.5696,              0.0005942,              0.0005942,              0.0005942
                     74,                 1.8956,                 2.2952,                 2.5153,                0.27001,                0.21892,                  0.172,                 0.0578,                 2.0477,                 3.0372,                 2.8715,              0.0005744,              0.0005744,              0.0005744
                     75,                 1.9787,                 2.3304,                  2.569,                0.42197,                0.32432,                0.31817,                0.10576,                 1.9387,                 2.7388,                 2.7078,              0.0005546,              0.0005546,              0.0005546
                     76,                 1.9148,                 2.3237,                 2.5246,                0.52478,                0.47838,                 0.5024,                 0.2112,                  1.766,                 2.3094,                 2.4596,              0.0005348,              0.0005348,              0.0005348
                     77,                 1.9072,                  2.291,                 2.5363,                0.53039,                0.46486,                0.49077,                0.20786,                 1.7602,                 2.3044,                 2.4542,               0.000515,               0.000515,               0.000515
                     78,                 1.8939,                 2.2437,                 2.4854,                0.50397,                0.45946,                 0.4392,                0.18931,                 1.7485,                 2.3598,                 2.4455,              0.0004952,              0.0004952,              0.0004952
                     79,                 1.9336,                 2.2243,                 2.4948,                0.44655,                0.48649,                0.41993,                0.17141,                  1.749,                  2.399,                 2.3868,              0.0004754,              0.0004754,              0.0004754
                     80,                 1.9205,                 2.2622,                  2.489,                 0.3503,                0.44054,                0.34106,                 0.1381,                 1.7872,                 2.4627,                 2.4144,              0.0004556,              0.0004556,              0.0004556
                     81,                 1.9018,                  2.269,                 2.4888,                0.33704,                0.45405,                0.33098,                0.13607,                  1.787,                 2.4409,                 2.4151,              0.0004358,              0.0004358,              0.0004358
                     82,                 1.8999,                 2.2223,                 2.4699,                0.41425,                    0.5,                0.39542,                0.16456,                 1.7553,                 2.3175,                 2.3727,               0.000416,               0.000416,               0.000416
                     83,                 1.8621,                 2.2643,                 2.4411,                0.55171,                0.58649,                0.54113,                0.25061,                 1.6769,                 2.1584,                 2.2858,              0.0003962,              0.0003962,              0.0003962
                     84,                 1.8319,                 2.2075,                 2.4425,                0.54861,                0.61755,                0.56066,                0.27682,                 1.6601,                 2.0661,                 2.2507,              0.0003764,              0.0003764,              0.0003764
                     85,                  1.825,                 2.1709,                 2.4143,                 0.5536,                0.61672,                0.56906,                0.27643,                 1.6698,                 2.0645,                  2.257,              0.0003566,              0.0003566,              0.0003566
                     86,                 1.9393,                 2.2188,                 2.4465,                0.55543,                0.59093,                0.57491,                0.27241,                  1.682,                 2.0777,                 2.2706,              0.0003368,              0.0003368,              0.0003368
                     87,                 1.8553,                 2.1484,                 2.4265,                0.48695,                0.50278,                0.49334,                0.21667,                 1.7343,                 2.1919,                  2.342,               0.000317,               0.000317,               0.000317
                     88,                 1.8399,                 2.1117,                 2.3721,                0.43887,                0.45135,                0.43119,                 0.1792,                 1.7762,                 2.3237,                 2.4144,              0.0002972,              0.0002972,              0.0002972
                     89,                 1.8944,                 2.1542,                  2.466,                0.48115,                0.45114,                0.44783,                0.18534,                 1.7627,                 2.3273,                 2.4066,              0.0002774,              0.0002774,              0.0002774
                     90,                 1.8863,                 2.1253,                 2.4565,                0.53808,                0.47568,                0.50209,                0.20835,                 1.7205,                 2.2856,                 2.3636,              0.0002576,              0.0002576,              0.0002576
                     91,                 1.7304,                 2.3752,                 2.4437,                0.61259,                0.53784,                0.60106,                0.26736,                 1.6475,                   2.19,                 2.2859,              0.0002378,              0.0002378,              0.0002378
                     92,                 1.7208,                 2.3809,                 2.4119,                0.64815,                0.64227,                0.68487,                0.33227,                  1.649,                 2.0879,                 2.2503,               0.000218,               0.000218,               0.000218
                     93,                 1.6462,                 2.2725,                 2.3346,                0.66433,                0.65946,                0.71119,                0.34339,                 1.6732,                 2.0882,                 2.2623,              0.0001982,              0.0001982,              0.0001982
                     94,                 1.6518,                 2.2547,                 2.3423,                 0.6786,                0.68378,                0.71816,                0.34624,                 1.6679,                 2.0697,                 2.2555,              0.0001784,              0.0001784,              0.0001784
                     95,                 1.5921,                 2.1393,                 2.3089,                0.68808,                0.70541,                0.72592,                0.35378,                 1.6112,                 2.0201,                 2.2232,              0.0001586,              0.0001586,              0.0001586
                     96,                 1.6458,                 2.1184,                 2.3279,                0.67583,                0.69459,                0.72116,                0.35514,                 1.5609,                 1.9754,                 2.1908,              0.0001388,              0.0001388,              0.0001388
                     97,                 1.6035,                 2.0901,                  2.318,                0.67646,                0.68941,                0.71695,                0.35418,                 1.5513,                 1.9651,                  2.186,               0.000119,               0.000119,               0.000119
                     98,                 1.5994,                 2.0553,                 2.3104,                0.67738,                0.66757,                0.71281,                0.36452,                 1.5468,                 1.9536,                 2.1846,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.5974,                 2.0167,                 2.3201,                0.65428,                0.66493,                0.70403,                0.36113,                  1.553,                  1.959,                 2.1852,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.5954,                 2.0486,                  2.279,                0.64331,                0.66216,                0.69419,                0.34936,                 1.5548,                  1.974,                 2.1834,               5.96e-05,               5.96e-05,               5.96e-05
